source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
7076	stroma	Tcell	COL5A1	SDC3	9.0817427601851e-06	0	COL5A1_SDC3				
7077	Tcell	Tcell	COL5A1	SDC3	3.7546967457261e-06	0	COL5A1_SDC3				
7078	stroma	basal_like_1	THBS1	ITGB1	0.000146889138592215	0	THBS1_ITGB1				
7079	stroma	basal_like_2	THBS1	ITGB1	0.000113472957009502	0	THBS1_ITGB1				
7080	stroma	Bcell	THBS1	ITGB1	0.00013550316033735	0	THBS1_ITGB1				
7081	basal_like_1	endothelial	THBS1	ITGB1	0.000100761605379862	0	THBS1_ITGB1				
7082	basal_like_2	endothelial	THBS1	ITGB1	9.81251000331281e-05	0.01	THBS1_ITGB1				
7083	endothelial	endothelial	THBS1	ITGB1	0.000123326580551894	0	THBS1_ITGB1				
7084	macrophage	endothelial	THBS1	ITGB1	0.000105799738526758	0.02	THBS1_ITGB1				
7085	stroma	endothelial	THBS1	ITGB1	0.000194581770199414	0	THBS1_ITGB1				
7086	stroma	luminal_ar	THBS1	ITGB1	0.000150408369744098	0	THBS1_ITGB1				
7087	endothelial	macrophage	THBS1	ITGB1	0.000103874620699907	0.01	THBS1_ITGB1				
7088	stroma	macrophage	THBS1	ITGB1	0.000163892768908587	0	THBS1_ITGB1				
7089	stroma	mesenchymal	THBS1	ITGB1	0.000141968197286021	0	THBS1_ITGB1				
7090	basal_like_1	stroma	THBS1	ITGB1	9.56908108269781e-05	0	THBS1_ITGB1				
7091	basal_like_2	stroma	THBS1	ITGB1	9.31869743767127e-05	0.01	THBS1_ITGB1				
7092	endothelial	stroma	THBS1	ITGB1	0.000117120344079231	0	THBS1_ITGB1				
7093	macrophage	stroma	THBS1	ITGB1	0.000100475427062513	0.02	THBS1_ITGB1				
7094	stroma	stroma	THBS1	ITGB1	0.000184790379370037	0	THBS1_ITGB1				
7095	stroma	Tcell	THBS1	ITGB1	0.00014606566245983	0	THBS1_ITGB1				
7096	Bcell	basal_like_1	TIMP2	ITGB1	0.000157230096852385	0.03	TIMP2_ITGB1				
7097	endothelial	basal_like_1	TIMP2	ITGB1	0.000207791676623456	0	TIMP2_ITGB1				
7098	macrophage	basal_like_1	TIMP2	ITGB1	0.000212827545402357	0	TIMP2_ITGB1				
7099	stroma	basal_like_1	TIMP2	ITGB1	0.000227548498899526	0	TIMP2_ITGB1				
7100	Tcell	basal_like_1	TIMP2	ITGB1	0.000157852226414045	0.01	TIMP2_ITGB1				
7101	endothelial	basal_like_2	TIMP2	ITGB1	0.000160522847007654	0.01	TIMP2_ITGB1				
7102	macrophage	basal_like_2	TIMP2	ITGB1	0.000164413335557075	0.01	TIMP2_ITGB1				
7103	stroma	basal_like_2	TIMP2	ITGB1	0.000175786141518411	0	TIMP2_ITGB1				
7104	endothelial	Bcell	TIMP2	ITGB1	0.000191685798455158	0	TIMP2_ITGB1				
7105	macrophage	Bcell	TIMP2	ITGB1	0.000196331415020096	0	TIMP2_ITGB1				
7106	stroma	Bcell	TIMP2	ITGB1	0.000209911596150338	0	TIMP2_ITGB1				
7107	basal_like_1	endothelial	TIMP2	ITGB1	0.000153377699157618	0.03	TIMP2_ITGB1				
7108	basal_like_2	endothelial	TIMP2	ITGB1	0.000166887199580262	0	TIMP2_ITGB1				
7109	Bcell	endothelial	TIMP2	ITGB1	0.000208279578268327	0	TIMP2_ITGB1				
7110	endothelial	endothelial	TIMP2	ITGB1	0.000275252976766736	0	TIMP2_ITGB1				
7111	macrophage	endothelial	TIMP2	ITGB1	0.000281923321305372	0	TIMP2_ITGB1				
7112	stroma	endothelial	TIMP2	ITGB1	0.000301422082315854	0	TIMP2_ITGB1				
7113	Tcell	endothelial	TIMP2	ITGB1	0.000209103658665627	0	TIMP2_ITGB1				
7114	Bcell	luminal_ar	TIMP2	ITGB1	0.000160997041095225	0.01	TIMP2_ITGB1				
7115	endothelial	luminal_ar	TIMP2	ITGB1	0.000212769725639369	0	TIMP2_ITGB1				
7116	macrophage	luminal_ar	TIMP2	ITGB1	0.000217926212037522	0	TIMP2_ITGB1				
7117	stroma	luminal_ar	TIMP2	ITGB1	0.000232999750263572	0	TIMP2_ITGB1				
7118	Tcell	luminal_ar	TIMP2	ITGB1	0.000161634073328601	0	TIMP2_ITGB1				
7119	Bcell	macrophage	TIMP2	ITGB1	0.00017543056841854	0	TIMP2_ITGB1				
7120	endothelial	macrophage	TIMP2	ITGB1	0.000231843643717317	0	TIMP2_ITGB1				
7121	macrophage	macrophage	TIMP2	ITGB1	0.000237462277812483	0	TIMP2_ITGB1				
7122	stroma	macrophage	TIMP2	ITGB1	0.000253886745104057	0	TIMP2_ITGB1				
7123	Tcell	macrophage	TIMP2	ITGB1	0.000176124701095644	0	TIMP2_ITGB1				
7124	endothelial	mesenchymal	TIMP2	ITGB1	0.000200830845775301	0	TIMP2_ITGB1				
7125	macrophage	mesenchymal	TIMP2	ITGB1	0.000205698052270372	0	TIMP2_ITGB1				
7126	stroma	mesenchymal	TIMP2	ITGB1	0.000219925978185678	0	TIMP2_ITGB1				
7127	basal_like_1	stroma	TIMP2	ITGB1	0.000145659402770231	0.02	TIMP2_ITGB1				
7128	basal_like_2	stroma	TIMP2	ITGB1	0.000158489183777173	0	TIMP2_ITGB1				
7129	Bcell	stroma	TIMP2	ITGB1	0.000197799047556613	0	TIMP2_ITGB1				
7130	endothelial	stroma	TIMP2	ITGB1	0.000261403257178639	0	TIMP2_ITGB1				
7131	macrophage	stroma	TIMP2	ITGB1	0.000267738064345779	0	TIMP2_ITGB1				
7132	stroma	stroma	TIMP2	ITGB1	0.000286256006406069	0	TIMP2_ITGB1				
7133	Tcell	stroma	TIMP2	ITGB1	0.000198581668851119	0	TIMP2_ITGB1				
7134	endothelial	Tcell	TIMP2	ITGB1	0.000206626844944138	0	TIMP2_ITGB1				
7135	macrophage	Tcell	TIMP2	ITGB1	0.00021163448979276	0	TIMP2_ITGB1				
7136	stroma	Tcell	TIMP2	ITGB1	0.000226272940147507	0	TIMP2_ITGB1				
7137	basal_like_1	basal_like_1	VEGFA	GPC1	9.46493777698808e-06	0	VEGFA_GPC1				
7138	luminal_ar	basal_like_1	VEGFA	GPC1	9.63552341240443e-06	0.01	VEGFA_GPC1				
7139	mesenchymal	basal_like_1	VEGFA	GPC1	1.28925282351685e-05	0	VEGFA_GPC1				
7140	basal_like_1	luminal_ar	VEGFA	GPC1	1.35522708723199e-05	0	VEGFA_GPC1				
7141	luminal_ar	luminal_ar	VEGFA	GPC1	1.37965210906498e-05	0	VEGFA_GPC1				
7142	mesenchymal	luminal_ar	VEGFA	GPC1	1.84600026294117e-05	0	VEGFA_GPC1				
7143	basal_like_1	mesenchymal	VEGFA	GPC1	1.33405526675552e-05	0	VEGFA_GPC1				
7144	luminal_ar	mesenchymal	VEGFA	GPC1	1.35809871773655e-05	0	VEGFA_GPC1				
7145	mesenchymal	mesenchymal	VEGFA	GPC1	1.81716155559915e-05	0	VEGFA_GPC1				
7146	Bcell	basal_like_1	MMP7	CD151	2.23625294410809e-05	0	MMP7_CD151				
7147	macrophage	basal_like_1	MMP7	CD151	1.76023123874287e-05	0.02	MMP7_CD151				
7148	mesenchymal	basal_like_1	MMP7	CD151	0.000138675092731424	0	MMP7_CD151				
7149	basal_like_1	basal_like_2	MMP7	CD151	1.49645119566862e-05	0	MMP7_CD151				
7150	Bcell	basal_like_2	MMP7	CD151	2.66608535019361e-05	0	MMP7_CD151				
7151	macrophage	basal_like_2	MMP7	CD151	2.0985689588017e-05	0	MMP7_CD151				
7152	mesenchymal	basal_like_2	MMP7	CD151	0.000165326274241566	0	MMP7_CD151				
7153	Tcell	basal_like_2	MMP7	CD151	1.83427514163099e-05	0	MMP7_CD151				
7154	Bcell	Bcell	MMP7	CD151	2.17537148824186e-05	0	MMP7_CD151				
7155	mesenchymal	Bcell	MMP7	CD151	0.000134900123413462	0	MMP7_CD151				
7156	Bcell	endothelial	MMP7	CD151	2.32073222034718e-05	0	MMP7_CD151				
7157	macrophage	endothelial	MMP7	CD151	1.82672809728052e-05	0.01	MMP7_CD151				
7158	mesenchymal	endothelial	MMP7	CD151	0.000143913210974801	0	MMP7_CD151				
7159	Bcell	luminal_ar	MMP7	CD151	2.11598168766184e-05	0.01	MMP7_CD151				
7160	mesenchymal	luminal_ar	MMP7	CD151	0.000131217621503689	0	MMP7_CD151				
7161	Bcell	macrophage	MMP7	CD151	2.10286020765062e-05	0.02	MMP7_CD151				
7162	macrophage	macrophage	MMP7	CD151	1.65523277986415e-05	0.04	MMP7_CD151				
7163	mesenchymal	macrophage	MMP7	CD151	0.000130404012820531	0	MMP7_CD151				
7164	Bcell	mesenchymal	MMP7	CD151	1.94705113181246e-05	0.03	MMP7_CD151				
7165	mesenchymal	mesenchymal	MMP7	CD151	0.00012074285182432	0	MMP7_CD151				
7166	basal_like_1	stroma	MMP7	CD151	1.49874456330558e-05	0	MMP7_CD151				
7167	Bcell	stroma	MMP7	CD151	2.67017117821889e-05	0	MMP7_CD151				
7168	macrophage	stroma	MMP7	CD151	2.10178507512041e-05	0	MMP7_CD151				
7169	mesenchymal	stroma	MMP7	CD151	0.000165579604807586	0	MMP7_CD151				
7170	Tcell	stroma	MMP7	CD151	1.83708622763643e-05	0.01	MMP7_CD151				
7171	mesenchymal	Tcell	MMP7	CD151	9.81517510477175e-05	0	MMP7_CD151				
7172	basal_like_1	basal_like_1	NECTIN2	NECTIN2	0.000304458784225619	0	NECTIN2_NECTIN2				
7173	luminal_ar	basal_like_1	NECTIN2	NECTIN2	0.000345023645622436	0	NECTIN2_NECTIN2				
7174	basal_like_1	luminal_ar	NECTIN2	NECTIN2	0.000345023645622436	0	NECTIN2_NECTIN2				
7175	luminal_ar	luminal_ar	NECTIN2	NECTIN2	0.000390991091836843	0	NECTIN2_NECTIN2				
7176	macrophage	luminal_ar	NECTIN2	NECTIN2	0.000315723188496829	0	NECTIN2_NECTIN2				
7177	mesenchymal	luminal_ar	NECTIN2	NECTIN2	0.000316318462384386	0.03	NECTIN2_NECTIN2				
7178	luminal_ar	macrophage	NECTIN2	NECTIN2	0.000315723188496829	0	NECTIN2_NECTIN2				
7179	luminal_ar	mesenchymal	NECTIN2	NECTIN2	0.000316318462384386	0.03	NECTIN2_NECTIN2				
7180	endothelial	basal_like_1	TNC	ITGB1	2.00727947455301e-05	0	TNC_ITGB1				
7181	macrophage	basal_like_1	TNC	ITGB1	1.18736641541401e-05	0	TNC_ITGB1				
7182	mesenchymal	basal_like_1	TNC	ITGB1	9.7850592942468e-06	0	TNC_ITGB1				
7183	stroma	basal_like_1	TNC	ITGB1	1.32774221643441e-05	0	TNC_ITGB1				
7184	Tcell	basal_like_1	TNC	ITGB1	1.39404247343443e-05	0	TNC_ITGB1				
7185	endothelial	basal_like_2	TNC	ITGB1	1.55059365015674e-05	0	TNC_ITGB1				
7186	macrophage	basal_like_2	TNC	ITGB1	9.1722125043082e-06	0.04	TNC_ITGB1				
7187	stroma	basal_like_2	TNC	ITGB1	1.02565960191553e-05	0	TNC_ITGB1				
7188	Tcell	basal_like_2	TNC	ITGB1	1.07687565126685e-05	0	TNC_ITGB1				
7189	endothelial	Bcell	TNC	ITGB1	1.85166882330089e-05	0	TNC_ITGB1				
7190	macrophage	Bcell	TNC	ITGB1	1.09531732059057e-05	0	TNC_ITGB1				
7191	stroma	Bcell	TNC	ITGB1	1.22481079667241e-05	0	TNC_ITGB1				
7192	Tcell	Bcell	TNC	ITGB1	1.28597128200712e-05	0	TNC_ITGB1				
7193	endothelial	endothelial	TNC	ITGB1	2.65912158286583e-05	0	TNC_ITGB1				
7194	macrophage	endothelial	TNC	ITGB1	1.57295489188787e-05	0	TNC_ITGB1				
7195	mesenchymal	endothelial	TNC	ITGB1	1.29626938441382e-05	0	TNC_ITGB1				
7196	stroma	endothelial	TNC	ITGB1	1.75891589599449e-05	0	TNC_ITGB1				
7197	Tcell	endothelial	TNC	ITGB1	1.84674623426908e-05	0	TNC_ITGB1				
7198	endothelial	luminal_ar	TNC	ITGB1	2.0553769579097e-05	0	TNC_ITGB1				
7199	macrophage	luminal_ar	TNC	ITGB1	1.21581776790588e-05	0	TNC_ITGB1				
7200	mesenchymal	luminal_ar	TNC	ITGB1	1.00195267365831e-05	0	TNC_ITGB1				
7201	stroma	luminal_ar	TNC	ITGB1	1.35955717012348e-05	0	TNC_ITGB1				
7202	Tcell	luminal_ar	TNC	ITGB1	1.42744607096554e-05	0	TNC_ITGB1				
7203	endothelial	macrophage	TNC	ITGB1	2.23967152649733e-05	0	TNC_ITGB1				
7204	macrophage	macrophage	TNC	ITGB1	1.32483458842798e-05	0	TNC_ITGB1				
7205	mesenchymal	macrophage	TNC	ITGB1	1.0917933983399e-05	0	TNC_ITGB1				
7206	stroma	macrophage	TNC	ITGB1	1.48146225472513e-05	0	TNC_ITGB1				
7207	Tcell	macrophage	TNC	ITGB1	1.5554383386976e-05	0	TNC_ITGB1				
7208	endothelial	mesenchymal	TNC	ITGB1	1.94002524843443e-05	0	TNC_ITGB1				
7209	macrophage	mesenchymal	TNC	ITGB1	1.14758319478113e-05	0	TNC_ITGB1				
7210	mesenchymal	mesenchymal	TNC	ITGB1	9.45720602706882e-06	0.01	TNC_ITGB1				
7211	stroma	mesenchymal	TNC	ITGB1	1.28325570478247e-05	0	TNC_ITGB1				
7212	Tcell	mesenchymal	TNC	ITGB1	1.34733457620077e-05	0	TNC_ITGB1				
7213	endothelial	stroma	TNC	ITGB1	2.52529273950416e-05	0	TNC_ITGB1				
7214	macrophage	stroma	TNC	ITGB1	1.49379006293259e-05	0	TNC_ITGB1				
7215	mesenchymal	stroma	TNC	ITGB1	1.23102961544629e-05	0	TNC_ITGB1				
7216	stroma	stroma	TNC	ITGB1	1.67039204139483e-05	0	TNC_ITGB1				
7217	Tcell	stroma	TNC	ITGB1	1.75380207523608e-05	0	TNC_ITGB1				
7218	endothelial	Tcell	TNC	ITGB1	1.99602503307322e-05	0	TNC_ITGB1				
7219	macrophage	Tcell	TNC	ITGB1	1.18070901919151e-05	0	TNC_ITGB1				
7220	mesenchymal	Tcell	TNC	ITGB1	9.73019573129475e-06	0.02	TNC_ITGB1				
7221	stroma	Tcell	TNC	ITGB1	1.3202977632626e-05	0	TNC_ITGB1				
7222	Tcell	Tcell	TNC	ITGB1	1.38622628973367e-05	0	TNC_ITGB1				
7223	endothelial	basal_like_1	TNC	ITGAV	3.2795011980129e-06	0	TNC_ITGAV				
7224	macrophage	basal_like_1	TNC	ITGAV	1.9399106701136e-06	0	TNC_ITGAV				
7225	mesenchymal	basal_like_1	TNC	ITGAV	1.59867312373186e-06	0.01	TNC_ITGAV				
7226	stroma	basal_like_1	TNC	ITGAV	2.169258187162e-06	0	TNC_ITGAV				
7227	Tcell	basal_like_1	TNC	ITGAV	2.2775804585558e-06	0	TNC_ITGAV				
7228	endothelial	Bcell	TNC	ITGAV	2.51886453044527e-06	0	TNC_ITGAV				
7229	stroma	Bcell	TNC	ITGAV	1.6661271846146e-06	0.02	TNC_ITGAV				
7230	basal_like_1	endothelial	TNC	ITGAV	2.2166937922153e-06	0	TNC_ITGAV				
7231	endothelial	endothelial	TNC	ITGAV	7.61997357200442e-06	0	TNC_ITGAV				
7232	luminal_ar	endothelial	TNC	ITGAV	2.20897092806891e-06	0	TNC_ITGAV				
7233	macrophage	endothelial	TNC	ITGAV	4.50742151140553e-06	0	TNC_ITGAV				
7234	mesenchymal	endothelial	TNC	ITGAV	3.71455087755805e-06	0	TNC_ITGAV				
7235	stroma	endothelial	TNC	ITGAV	5.04031355630842e-06	0	TNC_ITGAV				
7236	Tcell	endothelial	TNC	ITGAV	5.29200170038244e-06	0	TNC_ITGAV				
7237	endothelial	luminal_ar	TNC	ITGAV	3.19755809017136e-06	0	TNC_ITGAV				
7238	macrophage	luminal_ar	TNC	ITGAV	1.89143911688936e-06	0	TNC_ITGAV				
7239	mesenchymal	luminal_ar	TNC	ITGAV	1.55872788481913e-06	0.04	TNC_ITGAV				
7240	stroma	luminal_ar	TNC	ITGAV	2.11505605724784e-06	0	TNC_ITGAV				
7241	Tcell	luminal_ar	TNC	ITGAV	2.22067174220431e-06	0	TNC_ITGAV				
7242	basal_like_1	macrophage	TNC	ITGAV	1.89959791729064e-06	0	TNC_ITGAV				
7243	endothelial	macrophage	TNC	ITGAV	6.52994886627381e-06	0	TNC_ITGAV				
7244	luminal_ar	macrophage	TNC	ITGAV	1.89297979920179e-06	0	TNC_ITGAV				
7245	macrophage	macrophage	TNC	ITGAV	3.86264054658282e-06	0	TNC_ITGAV				
7246	mesenchymal	macrophage	TNC	ITGAV	3.18318869632059e-06	0	TNC_ITGAV				
7247	stroma	macrophage	TNC	ITGAV	4.31930338552484e-06	0	TNC_ITGAV				
7248	Tcell	macrophage	TNC	ITGAV	4.53498803760406e-06	0	TNC_ITGAV				
7249	endothelial	mesenchymal	TNC	ITGAV	2.79836055613185e-06	0	TNC_ITGAV				
7250	macrophage	mesenchymal	TNC	ITGAV	1.65530308025381e-06	0.01	TNC_ITGAV				
7251	stroma	mesenchymal	TNC	ITGAV	1.85100269575168e-06	0	TNC_ITGAV				
7252	Tcell	mesenchymal	TNC	ITGAV	1.94343285669095e-06	0	TNC_ITGAV				
7253	basal_like_1	stroma	TNC	ITGAV	1.73341605390655e-06	0	TNC_ITGAV				
7254	endothelial	stroma	TNC	ITGAV	5.9586940362826e-06	0	TNC_ITGAV				
7255	luminal_ar	stroma	TNC	ITGAV	1.72737690533873e-06	0	TNC_ITGAV				
7256	macrophage	stroma	TNC	ITGAV	3.52472711346872e-06	0	TNC_ITGAV				
7257	mesenchymal	stroma	TNC	ITGAV	2.90471523378507e-06	0	TNC_ITGAV				
7258	stroma	stroma	TNC	ITGAV	3.94144010525161e-06	0	TNC_ITGAV				
7259	Tcell	stroma	TNC	ITGAV	4.13825621173482e-06	0	TNC_ITGAV				
7260	endothelial	Tcell	TNC	ITGAV	4.66407637587785e-06	0	TNC_ITGAV				
7261	macrophage	Tcell	TNC	ITGAV	2.75892463477153e-06	0	TNC_ITGAV				
7262	mesenchymal	Tcell	TNC	ITGAV	2.27361979465856e-06	0	TNC_ITGAV				
7263	stroma	Tcell	TNC	ITGAV	3.08510044531476e-06	0	TNC_ITGAV				
7264	Tcell	Tcell	TNC	ITGAV	3.23915530533445e-06	0	TNC_ITGAV				
7265	endothelial	basal_like_1	FBN1	ITGAV	1.0702026957805e-05	0	FBN1_ITGAV				
7266	macrophage	basal_like_1	FBN1	ITGAV	8.29636617390222e-06	0	FBN1_ITGAV				
7267	stroma	basal_like_1	FBN1	ITGAV	1.30659950765656e-05	0	FBN1_ITGAV				
7268	Tcell	basal_like_1	FBN1	ITGAV	7.07172254520739e-06	0	FBN1_ITGAV				
7269	stroma	basal_like_2	FBN1	ITGAV	6.13127039273677e-06	0.01	FBN1_ITGAV				
7270	endothelial	Bcell	FBN1	ITGAV	8.21984835143883e-06	0.01	FBN1_ITGAV				
7271	stroma	Bcell	FBN1	ITGAV	1.00355341469904e-05	0	FBN1_ITGAV				
7272	basal_like_1	endothelial	FBN1	ITGAV	8.10716254210705e-06	0	FBN1_ITGAV				
7273	basal_like_2	endothelial	FBN1	ITGAV	5.54506385342132e-06	0.04	FBN1_ITGAV				
7274	Bcell	endothelial	FBN1	ITGAV	7.57678387060409e-06	0.02	FBN1_ITGAV				
7275	endothelial	endothelial	FBN1	ITGAV	2.4866086804528e-05	0	FBN1_ITGAV				
7276	macrophage	endothelial	FBN1	ITGAV	1.92766117196863e-05	0	FBN1_ITGAV				
7277	stroma	endothelial	FBN1	ITGAV	3.03586556566284e-05	0	FBN1_ITGAV				
7278	Tcell	endothelial	FBN1	ITGAV	1.64311781551028e-05	0	FBN1_ITGAV				
7279	endothelial	luminal_ar	FBN1	ITGAV	1.0434623182182e-05	0	FBN1_ITGAV				
7280	macrophage	luminal_ar	FBN1	ITGAV	8.08907041103275e-06	0	FBN1_ITGAV				
7281	stroma	luminal_ar	FBN1	ITGAV	1.27395252987985e-05	0	FBN1_ITGAV				
7282	Tcell	luminal_ar	FBN1	ITGAV	6.89502592412154e-06	0	FBN1_ITGAV				
7283	basal_like_1	macrophage	FBN1	ITGAV	6.94744673846156e-06	0	FBN1_ITGAV				
7284	Bcell	macrophage	FBN1	ITGAV	6.49293734061633e-06	0.03	FBN1_ITGAV				
7285	endothelial	macrophage	FBN1	ITGAV	2.13090864934765e-05	0	FBN1_ITGAV				
7286	macrophage	macrophage	FBN1	ITGAV	1.65191516150868e-05	0	FBN1_ITGAV				
7287	stroma	macrophage	FBN1	ITGAV	2.60159844444719e-05	0	FBN1_ITGAV				
7288	Tcell	macrophage	FBN1	ITGAV	1.40807428516819e-05	0	FBN1_ITGAV				
7289	endothelial	mesenchymal	FBN1	ITGAV	9.13192614178291e-06	0	FBN1_ITGAV				
7290	macrophage	mesenchymal	FBN1	ITGAV	7.07919880080925e-06	0	FBN1_ITGAV				
7291	stroma	mesenchymal	FBN1	ITGAV	1.11490789418358e-05	0	FBN1_ITGAV				
7292	Tcell	mesenchymal	FBN1	ITGAV	6.0342226605792e-06	0.04	FBN1_ITGAV				
7293	basal_like_1	stroma	FBN1	ITGAV	6.3396684733139e-06	0	FBN1_ITGAV				
7294	endothelial	stroma	FBN1	ITGAV	1.94449441145113e-05	0	FBN1_ITGAV				
7295	macrophage	stroma	FBN1	ITGAV	1.50740317034295e-05	0	FBN1_ITGAV				
7296	stroma	stroma	FBN1	ITGAV	2.37400872191011e-05	0	FBN1_ITGAV				
7297	Tcell	stroma	FBN1	ITGAV	1.28489358183808e-05	0	FBN1_ITGAV				
7298	endothelial	Tcell	FBN1	ITGAV	1.52202764000126e-05	0	FBN1_ITGAV				
7299	macrophage	Tcell	FBN1	ITGAV	1.1798990511741e-05	0	FBN1_ITGAV				
7300	stroma	Tcell	FBN1	ITGAV	1.8582260987699e-05	0	FBN1_ITGAV				
7301	Tcell	Tcell	FBN1	ITGAV	1.00573225198217e-05	0	FBN1_ITGAV				
7302	mesenchymal	basal_like_1	VEGFA	NRP1	2.65841716788545e-06	0	VEGFA_NRP1				
7303	basal_like_1	Bcell	VEGFA	NRP1	3.92584424780804e-06	0	VEGFA_NRP1				
7304	luminal_ar	Bcell	VEGFA	NRP1	3.99659974855398e-06	0	VEGFA_NRP1				
7305	mesenchymal	Bcell	VEGFA	NRP1	5.34754274484885e-06	0	VEGFA_NRP1				
7306	basal_like_1	endothelial	VEGFA	NRP1	1.91585464935857e-05	0	VEGFA_NRP1				
7307	basal_like_2	endothelial	VEGFA	NRP1	8.18395068806397e-06	0	VEGFA_NRP1				
7308	Bcell	endothelial	VEGFA	NRP1	7.97894334093919e-06	0	VEGFA_NRP1				
7309	endothelial	endothelial	VEGFA	NRP1	8.13667389190491e-06	0	VEGFA_NRP1				
7310	luminal_ar	endothelial	VEGFA	NRP1	1.95038356706099e-05	0	VEGFA_NRP1				
7311	macrophage	endothelial	VEGFA	NRP1	1.09009720876091e-05	0	VEGFA_NRP1				
7312	mesenchymal	endothelial	VEGFA	NRP1	2.60964456768484e-05	0	VEGFA_NRP1				
7313	stroma	endothelial	VEGFA	NRP1	6.98806299834837e-06	0	VEGFA_NRP1				
7314	Tcell	endothelial	VEGFA	NRP1	6.4798695076895e-06	0	VEGFA_NRP1				
7315	basal_like_1	macrophage	VEGFA	NRP1	4.80763895454695e-06	0	VEGFA_NRP1				
7316	luminal_ar	macrophage	VEGFA	NRP1	4.89428696572567e-06	0	VEGFA_NRP1				
7317	macrophage	macrophage	VEGFA	NRP1	2.7354692016416e-06	0.01	VEGFA_NRP1				
7318	mesenchymal	macrophage	VEGFA	NRP1	6.54866698184751e-06	0	VEGFA_NRP1				
7319	mesenchymal	mesenchymal	VEGFA	NRP1	3.04662165073377e-06	0.01	VEGFA_NRP1				
7320	basal_like_1	stroma	VEGFA	NRP1	4.57690844828283e-06	0	VEGFA_NRP1				
7321	luminal_ar	stroma	VEGFA	NRP1	4.65939802607619e-06	0	VEGFA_NRP1				
7322	macrophage	stroma	VEGFA	NRP1	2.60418699745928e-06	0.01	VEGFA_NRP1				
7323	mesenchymal	stroma	VEGFA	NRP1	6.23438074738863e-06	0	VEGFA_NRP1				
7324	basal_like_1	Tcell	VEGFA	NRP1	3.45333656235379e-06	0	VEGFA_NRP1				
7325	luminal_ar	Tcell	VEGFA	NRP1	3.51557608583592e-06	0	VEGFA_NRP1				
7326	mesenchymal	Tcell	VEGFA	NRP1	4.70392274216761e-06	0	VEGFA_NRP1				
7327	Bcell	basal_like_1	POSTN	PTK7	1.14888249724875e-05	0	POSTN_PTK7				
7328	endothelial	basal_like_1	POSTN	PTK7	1.46873134158101e-05	0	POSTN_PTK7				
7329	macrophage	basal_like_1	POSTN	PTK7	1.60348281051206e-05	0	POSTN_PTK7				
7330	stroma	basal_like_1	POSTN	PTK7	2.0817334767955e-05	0	POSTN_PTK7				
7331	stroma	Bcell	POSTN	PTK7	1.64710257613168e-05	0.03	POSTN_PTK7				
7332	endothelial	endothelial	POSTN	PTK7	1.60016582481396e-05	0	POSTN_PTK7				
7333	macrophage	endothelial	POSTN	PTK7	1.74697578243602e-05	0	POSTN_PTK7				
7334	stroma	endothelial	POSTN	PTK7	2.26802332344114e-05	0	POSTN_PTK7				
7335	endothelial	luminal_ar	POSTN	PTK7	1.09843007415035e-05	0.03	POSTN_PTK7				
7336	macrophage	luminal_ar	POSTN	PTK7	1.19920797696798e-05	0	POSTN_PTK7				
7337	stroma	luminal_ar	POSTN	PTK7	1.55688254662083e-05	0	POSTN_PTK7				
7338	Bcell	macrophage	POSTN	PTK7	1.36250601167334e-05	0.01	POSTN_PTK7				
7339	endothelial	macrophage	POSTN	PTK7	1.74182659851966e-05	0	POSTN_PTK7				
7340	macrophage	macrophage	POSTN	PTK7	1.90163321959304e-05	0	POSTN_PTK7				
7341	stroma	macrophage	POSTN	PTK7	2.4688072659817e-05	0	POSTN_PTK7				
7342	stroma	mesenchymal	POSTN	PTK7	1.05120774042794e-05	0.03	POSTN_PTK7				
7343	basal_like_1	stroma	POSTN	PTK7	1.472587972628e-05	0	POSTN_PTK7				
7344	basal_like_2	stroma	POSTN	PTK7	1.62540748731634e-05	0	POSTN_PTK7				
7345	Bcell	stroma	POSTN	PTK7	2.24344695609992e-05	0	POSTN_PTK7				
7346	endothelial	stroma	POSTN	PTK7	2.86801376519866e-05	0	POSTN_PTK7				
7347	macrophage	stroma	POSTN	PTK7	3.13114096403551e-05	0	POSTN_PTK7				
7348	stroma	stroma	POSTN	PTK7	4.06500850716639e-05	0	POSTN_PTK7				
7349	Tcell	stroma	POSTN	PTK7	1.89880252043147e-05	0	POSTN_PTK7				
7350	endothelial	basal_like_1	LAMB1	ITGB1	9.42061161416647e-05	0	LAMB1_ITGB1				
7351	macrophage	basal_like_1	LAMB1	ITGB1	2.9867517876917e-05	0	LAMB1_ITGB1				
7352	stroma	basal_like_1	LAMB1	ITGB1	3.64082267468431e-05	0	LAMB1_ITGB1				
7353	endothelial	basal_like_2	LAMB1	ITGB1	7.2774056233106e-05	0	LAMB1_ITGB1				
7354	macrophage	basal_like_2	LAMB1	ITGB1	2.30722663983242e-05	0	LAMB1_ITGB1				
7355	stroma	basal_like_2	LAMB1	ITGB1	2.81249201934453e-05	0	LAMB1_ITGB1				
7356	endothelial	Bcell	LAMB1	ITGB1	8.69034596168342e-05	0	LAMB1_ITGB1				
7357	macrophage	Bcell	LAMB1	ITGB1	2.75521143806582e-05	0	LAMB1_ITGB1				
7358	stroma	Bcell	LAMB1	ITGB1	3.35857884311292e-05	0	LAMB1_ITGB1				
